Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
29-04-2021,8:00 AM,Bihar,-,-,340236,2391,441375
30-04-2021,8:00 AM,Bihar,-,-,351162,2480,454464
01-05-2021,8:00 AM,Bihar,-,-,362356,2560,470317
02-05-2021,8:00 AM,Bihar,-,-,373261,2642,484106
03-05-2021,8:00 AM,Bihar,-,-,384955,2739,497640
04-05-2021,8:00 AM,Bihar,-,-,398558,2821,509047
05-05-2021,8:00 AM,Bihar,-,-,410484,2926,523841
06-05-2021,8:00 AM,Bihar,-,-,422210,2987,538677
07-05-2021,8:00 AM,Bihar,-,-,435574,3077,553803
08-05-2021,8:00 AM,Bihar,-,-,449063,3139,567269
09-05-2021,8:00 AM,Bihar,-,-,464025,3215,580217
10-05-2021,8:00 AM,Bihar,-,-,477389,3282,591476
11-05-2021,8:00 AM,Bihar,-,-,493189,3357,601650
12-05-2021,8:00 AM,Bihar,-,-,507041,3429,612570
13-05-2021,8:00 AM,Bihar,-,-,519306,3503,622433
14-05-2021,8:00 AM,Bihar,-,-,530314,3593,630185
15-05-2021,8:00 AM,Bihar,-,-,544445,3670,637679
16-05-2021,8:00 AM,Bihar,-,-,558785,3743,645015
17-05-2021,8:00 AM,Bihar,-,-,572987,3832,651909
18-05-2021,8:00 AM,Bihar,-,-,584203,3928,657829
19-05-2021,8:00 AM,Bihar,-,-,595377,4039,664115
20-05-2021,8:00 AM,Bihar,-,-,607420,4143,670174
21-05-2021,8:00 AM,Bihar,-,-,617397,4241,676045
22-05-2021,8:00 AM,Bihar,-,-,627548,4339,681199
23-05-2021,8:00 AM,Bihar,-,-,636224,4442,685574
24-05-2021,8:00 AM,Bihar,-,-,644335,4549,689576
25-05-2021,8:00 AM,Bihar,-,-,649835,4642,692420
26-05-2021,8:00 AM,Bihar,-,-,655850,4746,695726
27-05-2021,8:00 AM,Bihar,-,-,662491,4845,698329
28-05-2021,8:00 AM,Bihar,-,-,667506,4943,700897
29-05-2021,8:00 AM,Bihar,-,-,672868,5004,702682
30-05-2021,8:00 AM,Bihar,-,-,678036,5052,704173
31-05-2021,8:00 AM,Bihar,-,-,682166,5104,705648
01-06-2021,8:00 AM,Bihar,-,-,685362,5163,706761
02-06-2021,8:00 AM,Bihar,-,-,688462,5222,707935
03-06-2021,8:00 AM,Bihar,-,-,691234,5268,709093
04-06-2021,8:00 AM,Bihar,-,-,693472,5296,710199
05-06-2021,8:00 AM,Bihar,-,-,695562,5319,711190
06-06-2021,8:00 AM,Bihar,-,-,697229,5340,712197
07-06-2021,8:00 AM,Bihar,-,-,699028,5381,713117
08-06-2021,8:00 AM,Bihar,-,-,700224,5424,713879
09-06-2021,8:00 AM,Bihar,-,-,701234,5458,714590
12-06-2021,8:00 AM,Bihar,-,-,701234,9466,716296
13-06-2021,8:00 AM,Bihar,-,-,701543,9484,716728
14-06-2021,8:00 AM,Bihar,-,-,702411,9492,717215
15-06-2021,8:00 AM,Bihar,-,-,703262,9505,717539
16-06-2021,8:00 AM,Bihar,-,-,704075,9514,717949
17-06-2021,8:00 AM,Bihar,-,-,704805,9523,718319
18-06-2021,8:00 AM,Bihar,-,-,705373,9527,718704
19-06-2021,8:00 AM,Bihar,-,-,705967,9536,719051
20-06-2021,8:00 AM,Bihar,-,-,706461,9543,719400
21-06-2021,8:00 AM,Bihar,-,-,706955,9550,719694
22-06-2021,8:00 AM,Bihar,-,-,707365,9557,719939
23-06-2021,8:00 AM,Bihar,-,-,707833,9563,720207
24-06-2021,8:00 AM,Bihar,-,-,708231,9569,720505
25-06-2021,8:00 AM,Bihar,-,-,708586,9573,720717
26-06-2021,8:00 AM,Bihar,-,-,708951,9576,720924
27-06-2021,8:00 AM,Bihar,-,-,709286,9578,721114
28-06-2021,8:00 AM,Bihar,-,-,709578,9579,721299
29-06-2021,8:00 AM,Bihar,-,-,709908,9583,721464
30-06-2021,8:00 AM,Bihar,-,-,710238,9584,721654
01-07-2021,8:00 AM,Bihar,-,-,710569,9588,721914
02-07-2021,8:00 AM,Bihar,-,-,710793,9592,722101
03-07-2021,8:00 AM,Bihar,-,-,710995,9594,722282
04-07-2021,8:00 AM,Bihar,-,-,711279,9599,722418
05-07-2021,8:00 AM,Bihar,-,-,711490,9601,722527
06-07-2021,8:00 AM,Bihar,-,-,711692,9606,722603
07-07-2021,8:00 AM,Bihar,-,-,711913,9612,722746
08-07-2021,8:00 AM,Bihar,-,-,712055,9612,722850
09-07-2021,8:00 AM,Bihar,-,-,712210,9614,722965
10-07-2021,8:00 AM,Bihar,-,-,712427,9614,723060
11-07-2021,8:00 AM,Bihar,-,-,712663,9618,723147
12-07-2021,8:00 AM,Bihar,-,-,712820,9618,723283
13-07-2021,8:00 AM,Bihar,-,-,712947,9619,723355
14-07-2021,8:00 AM,Bihar,-,-,713055,9619,723457
15-07-2021,8:00 AM,Bihar,-,-,713163,9621,723570
16-07-2021,8:00 AM,Bihar,-,-,713273,9625,723695
17-07-2021,8:00 AM,Bihar,-,-,713377,9626,723785
18-07-2021,8:00 AM,Bihar,-,-,713482,9627,723864
19-07-2021,8:00 AM,Bihar,-,-,713591,9629,723945
20-07-2021,8:00 AM,Bihar,-,-,713689,9630,723999
21-07-2021,8:00 AM,Bihar,-,-,713815,9632,724081
22-07-2021,8:00 AM,Bihar,-,-,713944,9635,724169
23-07-2021,8:00 AM,Bihar,-,-,713998,9635,724230
24-07-2021,8:00 AM,Bihar,-,-,714098,9635,724315
25-07-2021,8:00 AM,Bihar,-,-,714223,9637,724390
26-07-2021,8:00 AM,Bihar,-,-,714330,9639,724471
27-07-2021,8:00 AM,Bihar,-,-,714423,9639,724530
28-07-2021,8:00 AM,Bihar,-,-,714474,9639,724597
29-07-2021,8:00 AM,Bihar,-,-,714554,9639,724673
30-07-2021,8:00 AM,Bihar,-,-,714596,9642,724719
31-07-2021,8:00 AM,Bihar,-,-,714690,9643,724791
01-08-2021,8:00 AM,Bihar,-,-,714735,9643,724835
02-08-2021,8:00 AM,Bihar,-,-,714801,9644,724880
03-08-2021,8:00 AM,Bihar,-,-,714872,9644,724917
04-08-2021,8:00 AM,Bihar,-,-,714949,9644,724977
05-08-2021,8:00 AM,Bihar,-,-,715011,9646,725023
06-08-2021,8:00 AM,Bihar,-,-,715056,9646,725067
07-08-2021,8:00 AM,Bihar,-,-,715119,9646,725122
08-08-2021,8:00 AM,Bihar,-,-,715191,9646,725158
09-08-2021,8:00 AM,Bihar,-,-,715236,9646,725192
10-08-2021,8:00 AM,Bihar,-,-,715303,9646,725235
11-08-2021,8:00 AM,Bihar,-,-,715352,9646,725279
